left_hand_active_crop,right_hand_active_crop,left_hand_active,right_hand_active,iou,time,id,path_l,hand_in_focus
False,False,False,True,0.0265,35.644,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.026,36.04,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.0218,36.436,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.0103,36.832,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.0523,37.228,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.1645,37.624,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.0999,38.02,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.0215,38.416,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,False,False,False,0.0064,38.812,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,False,False,False,0.0038,39.208,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.0236,39.604,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.0923,40.0,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.1256,40.396,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.0405,40.792,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.0,41.188,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.0118,41.584,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.0268,41.98,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,False,False,True,0.0405,42.376,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,False,False,True,0.0317,42.772,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.0167,43.168,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.0066,43.564,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.0213,43.96,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.0887,44.356,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.1122,44.752,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.0373,45.149,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,False,False,True,0.0165,45.545,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,False,False,False,0.018,45.941,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,False,False,False,0.0125,46.337,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.0341,46.733,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.0904,47.129,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.1134,47.525,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.0413,47.921,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.0099,48.317,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.026,48.713,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.0333,49.109,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,False,False,True,0.0396,49.505,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,False,False,True,0.0355,49.901,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.0271,50.297,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.0101,50.693,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.0,51.089,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.0,51.485,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.0,51.881,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.0052,52.277,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,False,False,True,0.0158,52.673,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,False,False,False,0.0194,53.069,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.0199,53.465,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.0,53.861,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.0,54.257,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.0,54.653,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.0,55.05,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.0,55.446,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,True,False,True,0.0087,55.842,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,False,False,False,0.0134,56.238,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,False,False,True,0.0137,56.634,C00029_RTT right side1_1,C00029/C00029_RTT right side1_1.csv,right
False,False,False,False,0.0,0.0,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,False,False,0.0,0.533,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,True,True,0.0348,1.067,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,True,True,True,,1.6,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,True,True,True,,2.133,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,True,False,True,0.003,2.667,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,False,False,0.0,3.2,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,False,False,0.0,3.733,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0049,4.267,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0,4.8,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0,5.333,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0,5.867,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0054,6.4,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,True,False,0.0262,6.933,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,False,False,0.0196,7.467,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,False,False,0.0165,8.0,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0032,8.533,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0,9.067,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0,9.6,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0,10.133,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0127,10.667,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0136,11.2,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,False,False,0.0278,11.733,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,False,False,0.0268,12.267,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0183,12.8,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0132,13.333,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0,13.867,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0,14.4,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0,14.933,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0104,15.467,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,True,False,0.0287,16.0,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,True,False,0.0305,16.533,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0,17.067,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0,17.6,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0,18.133,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0,18.667,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0101,19.2,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,False,False,0.0277,19.733,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,False,False,0.0346,20.267,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,False,False,0.0362,20.8,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0121,21.333,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0,21.867,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0,22.4,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0034,22.933,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,True,False,0.0361,23.467,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,True,False,0.0326,24.0,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0188,24.533,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0,25.067,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0,25.6,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0,26.133,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0167,26.667,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,False,False,0.0218,27.2,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,False,False,0.0235,27.733,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,False,False,0.0232,28.267,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0188,28.8,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0053,29.333,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0018,29.867,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.011,30.4,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,False,0.013,30.933,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,False,False,0.011,31.467,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.004,32.0,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0105,32.533,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0025,33.067,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0,33.6,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.01,34.133,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,False,False,0.0038,34.667,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,False,False,0.0,35.2,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,False,0.0106,35.733,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0035,36.267,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0062,36.8,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0475,37.333,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0577,37.867,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,True,True,0.0277,38.4,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,False,False,0.0082,38.933,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,False,False,0.0106,39.467,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,False,False,0.0175,40.0,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,False,False,0.0186,40.533,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,False,False,,41.067,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,False,False,,41.6,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
True,False,False,False,0.0111,42.133,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,False,False,0.0161,42.667,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,False,False,0.019,43.2,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,False,False,0.0199,43.733,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,False,False,0.0155,44.267,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,False,False,0.0116,44.8,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,False,False,0.0147,45.333,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,False,False,0.0165,45.867,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,False,False,,46.4,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,False,False,0.0125,46.933,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,False,False,0.0116,47.467,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,False,False,0.0155,48.0,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,False,False,0.0229,48.533,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,False,False,0.0258,49.067,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,False,False,,49.6,C00029_RTT left side1_2,C00029/C00029_RTT left side1_2.csv,left
False,False,False,False,0.0,0.0,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,False,False,False,0.0013,0.533,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,False,False,False,0.0,1.067,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,False,False,False,0.0,1.6,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,False,False,False,0.0108,2.133,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,2.667,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,3.2,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,3.733,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,4.267,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,True,True,True,0.3835,4.8,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,False,False,False,0.0103,5.333,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,True,True,True,0.372,5.867,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,True,True,True,0.7875,6.4,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,6.933,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,7.467,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,0.2953,8.0,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,False,False,False,0.0204,8.533,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,False,False,False,0.0,9.067,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,0.3219,9.6,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,0.8917,10.133,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,10.667,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,11.2,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,0.389,11.733,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,False,False,False,0.0047,12.267,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,True,True,True,0.1198,12.8,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,13.333,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,13.867,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,14.4,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,14.933,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,False,False,False,0.0,15.467,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,0.0443,16.0,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,16.533,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,17.067,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,0.5607,17.6,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,True,False,True,0.1319,18.133,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,False,True,True,0.0104,18.667,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,False,True,True,0.0146,19.2,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,True,True,True,0.1714,19.733,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,20.267,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,20.8,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,21.333,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,False,True,True,0.0,21.867,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,0.0525,22.4,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,22.933,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,23.467,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,True,True,True,0.4706,24.0,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,True,False,True,0.1106,24.533,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,False,True,True,0.0,25.067,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,False,True,True,0.0,25.6,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,True,True,True,0.0463,26.133,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,False,True,,26.667,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,27.2,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,27.733,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,True,True,True,0.0,28.267,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,False,True,True,0.0,28.8,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,0.258,29.333,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,0.8442,29.867,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,30.4,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,False,True,,30.933,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,False,True,,31.467,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,False,True,,32.0,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,False,False,False,0.0459,32.533,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,33.067,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,False,True,,33.6,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,0.6539,34.133,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,0.3142,34.667,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,True,False,False,0.0123,35.2,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,False,False,False,0.0,35.733,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,36.267,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,True,True,True,0.679,36.8,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,37.333,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,37.867,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,True,False,True,0.032,38.4,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,False,False,False,0.0021,38.933,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,0.3406,39.467,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,40.0,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,40.533,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,False,True,True,0.7705,41.067,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,0.2903,41.6,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,False,False,False,0.0123,42.133,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,True,True,False,0.0316,42.667,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,0.4389,43.2,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,43.733,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,44.267,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,44.8,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,45.333,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,False,True,True,0.0,45.867,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,46.4,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,46.933,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,47.467,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,48.0,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,0.3815,48.533,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,False,False,0.0331,49.067,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,False,False,False,0.0209,49.6,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,False,True,True,0.306,50.133,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,50.667,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,51.2,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,51.733,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,52.267,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,False,False,False,0.0,52.8,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,True,True,True,0.2565,53.333,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,53.867,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,,54.4,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,0.8382,54.933,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
True,True,True,True,0.3094,55.467,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,False,False,False,0.0,56.0,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,False,False,False,0.0,56.533,C00029_RTT right side1_2,C00029/C00029_RTT right side1_2.csv,right
False,False,False,True,0.0569,0.0,C00024_RTT left side1_1,C00024/C00024_RTT left side1_1.csv,left
False,False,False,True,0.0524,0.533,C00024_RTT left side1_1,C00024/C00024_RTT left side1_1.csv,left
False,True,False,True,0.0718,1.067,C00024_RTT left side1_1,C00024/C00024_RTT left side1_1.csv,left
True,True,True,True,,1.6,C00024_RTT left side1_1,C00024/C00024_RTT left side1_1.csv,left
True,True,True,True,,2.133,C00024_RTT left side1_1,C00024/C00024_RTT left side1_1.csv,left
True,True,True,True,,2.667,C00024_RTT left side1_1,C00024/C00024_RTT left side1_1.csv,left
False,True,False,True,0.8111,3.2,C00024_RTT left side1_1,C00024/C00024_RTT left side1_1.csv,left
True,True,True,True,,3.733,C00024_RTT left side1_1,C00024/C00024_RTT left side1_1.csv,left
True,True,True,True,,4.267,C00024_RTT left side1_1,C00024/C00024_RTT left side1_1.csv,left
True,True,True,True,,4.8,C00024_RTT left side1_1,C00024/C00024_RTT left side1_1.csv,left
True,False,False,False,0.1019,5.333,C00024_RTT left side1_1,C00024/C00024_RTT left side1_1.csv,left
False,False,False,False,0.0732,5.867,C00024_RTT left side1_1,C00024/C00024_RTT left side1_1.csv,left
True,False,False,True,0.1793,6.4,C00024_RTT left side1_1,C00024/C00024_RTT left side1_1.csv,left
True,True,True,True,,6.933,C00024_RTT left side1_1,C00024/C00024_RTT left side1_1.csv,left
False,True,True,True,,7.467,C00024_RTT left side1_1,C00024/C00024_RTT left side1_1.csv,left
True,True,True,True,,8.0,C00024_RTT left side1_1,C00024/C00024_RTT left side1_1.csv,left
True,True,True,True,0.6797,8.533,C00024_RTT left side1_1,C00024/C00024_RTT left side1_1.csv,left
True,True,True,True,,9.067,C00024_RTT left side1_1,C00024/C00024_RTT left side1_1.csv,left
False,False,False,True,0.0564,9.6,C00024_RTT left side1_1,C00024/C00024_RTT left side1_1.csv,left
